year,employer_class,unit,price_basis,accounting_basis,legal_employer_rate_total,legal_due,recorded_cga_employer_revenue,timing_adjustments,arrears_corrections,base_definition_adjustment,perimeter_adjustment,legal_compliance_gap,economic_benchmark_rate_total,economic_benchmark_due,economic_benchmark_gap,source_ids,legal_rate_basis,economic_benchmark_basis,missing_inputs,claim_permitted,status,notes
2015,autonomous_entities_first_covered_2007,EUR_million,current_prices,legal_cash_reconciliation,0.2375,,,,,,,,0.2375,,,DR_EA_CONSOLIDATED;DGO_CGE_ARCHIVE;CGA_ANNUAL_REPORTS_ARCHIVE,bounded_legal_registry_employer_total,broad_rgss_employer_rate_counterfactual_not_legal_debt,employer_class_payroll_base;legal_due;recorded_cga_employer_revenue;timing_adjustments;arrears_corrections;base_definition_adjustment;perimeter_adjustment;economic_benchmark_due,no,blocked_missing_payroll_and_revenue_data,Legal employer rate is identified but employer-class payroll bases and CGA employer-revenue splits are not extracted; economic benchmark is not a legal debt.
2015,entities_first_covered_2009,EUR_million,current_prices,legal_cash_reconciliation,0.2375,,,,,,,,0.2375,,,DR_EA_CONSOLIDATED;DGO_CGE_ARCHIVE;CGA_ANNUAL_REPORTS_ARCHIVE,bounded_legal_registry_employer_total,broad_rgss_employer_rate_counterfactual_not_legal_debt,employer_class_payroll_base;legal_due;recorded_cga_employer_revenue;timing_adjustments;arrears_corrections;base_definition_adjustment;perimeter_adjustment;economic_benchmark_due,no,blocked_missing_payroll_and_revenue_data,Legal employer rate is identified but employer-class payroll bases and CGA employer-revenue splits are not extracted; economic benchmark is not a legal debt.
2016,central_state_integrated_services,EUR_million,current_prices,legal_cash_reconciliation,0.2375,,,,,,,,0.2375,,,DR_EA_CONSOLIDATED;DGO_CGE_ARCHIVE;CGA_ANNUAL_REPORTS_ARCHIVE,bounded_legal_registry_employer_total,broad_rgss_employer_rate_counterfactual_not_legal_debt,employer_class_payroll_base;legal_due;recorded_cga_employer_revenue;timing_adjustments;arrears_corrections;base_definition_adjustment;perimeter_adjustment;economic_benchmark_due,no,blocked_missing_payroll_and_revenue_data,Legal employer rate is identified but employer-class payroll bases and CGA employer-revenue splits are not extracted; economic benchmark is not a legal debt.
2016,entities_already_contributing_before_2007,EUR_million,current_prices,legal_cash_reconciliation,0.2375,,,,,,,,0.2375,,,DR_EA_CONSOLIDATED;DGO_CGE_ARCHIVE;CGA_ANNUAL_REPORTS_ARCHIVE,bounded_legal_registry_employer_total,broad_rgss_employer_rate_counterfactual_not_legal_debt,employer_class_payroll_base;legal_due;recorded_cga_employer_revenue;timing_adjustments;arrears_corrections;base_definition_adjustment;perimeter_adjustment;economic_benchmark_due,no,blocked_missing_payroll_and_revenue_data,Legal employer rate is identified but employer-class payroll bases and CGA employer-revenue splits are not extracted; economic benchmark is not a legal debt.
2016,autonomous_entities_first_covered_2007,EUR_million,current_prices,legal_cash_reconciliation,0.2375,,,,,,,,0.2375,,,DR_EA_CONSOLIDATED;DGO_CGE_ARCHIVE;CGA_ANNUAL_REPORTS_ARCHIVE,bounded_legal_registry_employer_total,broad_rgss_employer_rate_counterfactual_not_legal_debt,employer_class_payroll_base;legal_due;recorded_cga_employer_revenue;timing_adjustments;arrears_corrections;base_definition_adjustment;perimeter_adjustment;economic_benchmark_due,no,blocked_missing_payroll_and_revenue_data,Legal employer rate is identified but employer-class payroll bases and CGA employer-revenue splits are not extracted; economic benchmark is not a legal debt.
2016,entities_first_covered_2009,EUR_million,current_prices,legal_cash_reconciliation,0.2375,,,,,,,,0.2375,,,DR_EA_CONSOLIDATED;DGO_CGE_ARCHIVE;CGA_ANNUAL_REPORTS_ARCHIVE,bounded_legal_registry_employer_total,broad_rgss_employer_rate_counterfactual_not_legal_debt,employer_class_payroll_base;legal_due;recorded_cga_employer_revenue;timing_adjustments;arrears_corrections;base_definition_adjustment;perimeter_adjustment;economic_benchmark_due,no,blocked_missing_payroll_and_revenue_data,Legal employer rate is identified but employer-class payroll bases and CGA employer-revenue splits are not extracted; economic benchmark is not a legal debt.
2017,central_state_integrated_services,EUR_million,current_prices,legal_cash_reconciliation,0.2375,,,,,,,,0.2375,,,DR_EA_CONSOLIDATED;DGO_CGE_ARCHIVE;CGA_ANNUAL_REPORTS_ARCHIVE,bounded_legal_registry_employer_total,broad_rgss_employer_rate_counterfactual_not_legal_debt,employer_class_payroll_base;legal_due;recorded_cga_employer_revenue;timing_adjustments;arrears_corrections;base_definition_adjustment;perimeter_adjustment;economic_benchmark_due,no,blocked_missing_payroll_and_revenue_data,Legal employer rate is identified but employer-class payroll bases and CGA employer-revenue splits are not extracted; economic benchmark is not a legal debt.
2017,entities_already_contributing_before_2007,EUR_million,current_prices,legal_cash_reconciliation,0.2375,,,,,,,,0.2375,,,DR_EA_CONSOLIDATED;DGO_CGE_ARCHIVE;CGA_ANNUAL_REPORTS_ARCHIVE,bounded_legal_registry_employer_total,broad_rgss_employer_rate_counterfactual_not_legal_debt,employer_class_payroll_base;legal_due;recorded_cga_employer_revenue;timing_adjustments;arrears_corrections;base_definition_adjustment;perimeter_adjustment;economic_benchmark_due,no,blocked_missing_payroll_and_revenue_data,Legal employer rate is identified but employer-class payroll bases and CGA employer-revenue splits are not extracted; economic benchmark is not a legal debt.
2017,autonomous_entities_first_covered_2007,EUR_million,current_prices,legal_cash_reconciliation,0.2375,,,,,,,,0.2375,,,DR_EA_CONSOLIDATED;DGO_CGE_ARCHIVE;CGA_ANNUAL_REPORTS_ARCHIVE,bounded_legal_registry_employer_total,broad_rgss_employer_rate_counterfactual_not_legal_debt,employer_class_payroll_base;legal_due;recorded_cga_employer_revenue;timing_adjustments;arrears_corrections;base_definition_adjustment;perimeter_adjustment;economic_benchmark_due,no,blocked_missing_payroll_and_revenue_data,Legal employer rate is identified but employer-class payroll bases and CGA employer-revenue splits are not extracted; economic benchmark is not a legal debt.
2017,entities_first_covered_2009,EUR_million,current_prices,legal_cash_reconciliation,0.2375,,,,,,,,0.2375,,,DR_EA_CONSOLIDATED;DGO_CGE_ARCHIVE;CGA_ANNUAL_REPORTS_ARCHIVE,bounded_legal_registry_employer_total,broad_rgss_employer_rate_counterfactual_not_legal_debt,employer_class_payroll_base;legal_due;recorded_cga_employer_revenue;timing_adjustments;arrears_corrections;base_definition_adjustment;perimeter_adjustment;economic_benchmark_due,no,blocked_missing_payroll_and_revenue_data,Legal employer rate is identified but employer-class payroll bases and CGA employer-revenue splits are not extracted; economic benchmark is not a legal debt.
2018,central_state_integrated_services,EUR_million,current_prices,legal_cash_reconciliation,0.2375,,,,,,,,0.2375,,,DR_EA_CONSOLIDATED;DGO_CGE_ARCHIVE;CGA_ANNUAL_REPORTS_ARCHIVE,bounded_legal_registry_employer_total,broad_rgss_employer_rate_counterfactual_not_legal_debt,employer_class_payroll_base;legal_due;recorded_cga_employer_revenue;timing_adjustments;arrears_corrections;base_definition_adjustment;perimeter_adjustment;economic_benchmark_due,no,blocked_missing_payroll_and_revenue_data,Legal employer rate is identified but employer-class payroll bases and CGA employer-revenue splits are not extracted; economic benchmark is not a legal debt.
2018,entities_already_contributing_before_2007,EUR_million,current_prices,legal_cash_reconciliation,0.2375,,,,,,,,0.2375,,,DR_EA_CONSOLIDATED;DGO_CGE_ARCHIVE;CGA_ANNUAL_REPORTS_ARCHIVE,bounded_legal_registry_employer_total,broad_rgss_employer_rate_counterfactual_not_legal_debt,employer_class_payroll_base;legal_due;recorded_cga_employer_revenue;timing_adjustments;arrears_corrections;base_definition_adjustment;perimeter_adjustment;economic_benchmark_due,no,blocked_missing_payroll_and_revenue_data,Legal employer rate is identified but employer-class payroll bases and CGA employer-revenue splits are not extracted; economic benchmark is not a legal debt.
2018,autonomous_entities_first_covered_2007,EUR_million,current_prices,legal_cash_reconciliation,0.2375,,,,,,,,0.2375,,,DR_EA_CONSOLIDATED;DGO_CGE_ARCHIVE;CGA_ANNUAL_REPORTS_ARCHIVE,bounded_legal_registry_employer_total,broad_rgss_employer_rate_counterfactual_not_legal_debt,employer_class_payroll_base;legal_due;recorded_cga_employer_revenue;timing_adjustments;arrears_corrections;base_definition_adjustment;perimeter_adjustment;economic_benchmark_due,no,blocked_missing_payroll_and_revenue_data,Legal employer rate is identified but employer-class payroll bases and CGA employer-revenue splits are not extracted; economic benchmark is not a legal debt.
2018,entities_first_covered_2009,EUR_million,current_prices,legal_cash_reconciliation,0.2375,,,,,,,,0.2375,,,DR_EA_CONSOLIDATED;DGO_CGE_ARCHIVE;CGA_ANNUAL_REPORTS_ARCHIVE,bounded_legal_registry_employer_total,broad_rgss_employer_rate_counterfactual_not_legal_debt,employer_class_payroll_base;legal_due;recorded_cga_employer_revenue;timing_adjustments;arrears_corrections;base_definition_adjustment;perimeter_adjustment;economic_benchmark_due,no,blocked_missing_payroll_and_revenue_data,Legal employer rate is identified but employer-class payroll bases and CGA employer-revenue splits are not extracted; economic benchmark is not a legal debt.
2019,central_state_integrated_services,EUR_million,current_prices,legal_cash_reconciliation,0.2375,,,,,,,,0.2375,,,DR_EA_CONSOLIDATED;DGO_CGE_ARCHIVE;CGA_ANNUAL_REPORTS_ARCHIVE,bounded_legal_registry_employer_total,broad_rgss_employer_rate_counterfactual_not_legal_debt,employer_class_payroll_base;legal_due;recorded_cga_employer_revenue;timing_adjustments;arrears_corrections;base_definition_adjustment;perimeter_adjustment;economic_benchmark_due,no,blocked_missing_payroll_and_revenue_data,Legal employer rate is identified but employer-class payroll bases and CGA employer-revenue splits are not extracted; economic benchmark is not a legal debt.
2019,entities_already_contributing_before_2007,EUR_million,current_prices,legal_cash_reconciliation,0.2375,,,,,,,,0.2375,,,DR_EA_CONSOLIDATED;DGO_CGE_ARCHIVE;CGA_ANNUAL_REPORTS_ARCHIVE,bounded_legal_registry_employer_total,broad_rgss_employer_rate_counterfactual_not_legal_debt,employer_class_payroll_base;legal_due;recorded_cga_employer_revenue;timing_adjustments;arrears_corrections;base_definition_adjustment;perimeter_adjustment;economic_benchmark_due,no,blocked_missing_payroll_and_revenue_data,Legal employer rate is identified but employer-class payroll bases and CGA employer-revenue splits are not extracted; economic benchmark is not a legal debt.
2019,autonomous_entities_first_covered_2007,EUR_million,current_prices,legal_cash_reconciliation,0.2375,,,,,,,,0.2375,,,DR_EA_CONSOLIDATED;DGO_CGE_ARCHIVE;CGA_ANNUAL_REPORTS_ARCHIVE,bounded_legal_registry_employer_total,broad_rgss_employer_rate_counterfactual_not_legal_debt,employer_class_payroll_base;legal_due;recorded_cga_employer_revenue;timing_adjustments;arrears_corrections;base_definition_adjustment;perimeter_adjustment;economic_benchmark_due,no,blocked_missing_payroll_and_revenue_data,Legal employer rate is identified but employer-class payroll bases and CGA employer-revenue splits are not extracted; economic benchmark is not a legal debt.
2019,entities_first_covered_2009,EUR_million,current_prices,legal_cash_reconciliation,0.2375,,,,,,,,0.2375,,,DR_EA_CONSOLIDATED;DGO_CGE_ARCHIVE;CGA_ANNUAL_REPORTS_ARCHIVE,bounded_legal_registry_employer_total,broad_rgss_employer_rate_counterfactual_not_legal_debt,employer_class_payroll_base;legal_due;recorded_cga_employer_revenue;timing_adjustments;arrears_corrections;base_definition_adjustment;perimeter_adjustment;economic_benchmark_due,no,blocked_missing_payroll_and_revenue_data,Legal employer rate is identified but employer-class payroll bases and CGA employer-revenue splits are not extracted; economic benchmark is not a legal debt.
2020,central_state_integrated_services,EUR_million,current_prices,legal_cash_reconciliation,0.2375,,,,,,,,0.2375,,,DR_EA_CONSOLIDATED;DGO_CGE_ARCHIVE;CGA_ANNUAL_REPORTS_ARCHIVE,bounded_legal_registry_employer_total,broad_rgss_employer_rate_counterfactual_not_legal_debt,employer_class_payroll_base;legal_due;recorded_cga_employer_revenue;timing_adjustments;arrears_corrections;base_definition_adjustment;perimeter_adjustment;economic_benchmark_due,no,blocked_missing_payroll_and_revenue_data,Legal employer rate is identified but employer-class payroll bases and CGA employer-revenue splits are not extracted; economic benchmark is not a legal debt.
2020,entities_already_contributing_before_2007,EUR_million,current_prices,legal_cash_reconciliation,0.2375,,,,,,,,0.2375,,,DR_EA_CONSOLIDATED;DGO_CGE_ARCHIVE;CGA_ANNUAL_REPORTS_ARCHIVE,bounded_legal_registry_employer_total,broad_rgss_employer_rate_counterfactual_not_legal_debt,employer_class_payroll_base;legal_due;recorded_cga_employer_revenue;timing_adjustments;arrears_corrections;base_definition_adjustment;perimeter_adjustment;economic_benchmark_due,no,blocked_missing_payroll_and_revenue_data,Legal employer rate is identified but employer-class payroll bases and CGA employer-revenue splits are not extracted; economic benchmark is not a legal debt.
2020,autonomous_entities_first_covered_2007,EUR_million,current_prices,legal_cash_reconciliation,0.2375,,,,,,,,0.2375,,,DR_EA_CONSOLIDATED;DGO_CGE_ARCHIVE;CGA_ANNUAL_REPORTS_ARCHIVE,bounded_legal_registry_employer_total,broad_rgss_employer_rate_counterfactual_not_legal_debt,employer_class_payroll_base;legal_due;recorded_cga_employer_revenue;timing_adjustments;arrears_corrections;base_definition_adjustment;perimeter_adjustment;economic_benchmark_due,no,blocked_missing_payroll_and_revenue_data,Legal employer rate is identified but employer-class payroll bases and CGA employer-revenue splits are not extracted; economic benchmark is not a legal debt.
2020,entities_first_covered_2009,EUR_million,current_prices,legal_cash_reconciliation,0.2375,,,,,,,,0.2375,,,DR_EA_CONSOLIDATED;DGO_CGE_ARCHIVE;CGA_ANNUAL_REPORTS_ARCHIVE,bounded_legal_registry_employer_total,broad_rgss_employer_rate_counterfactual_not_legal_debt,employer_class_payroll_base;legal_due;recorded_cga_employer_revenue;timing_adjustments;arrears_corrections;base_definition_adjustment;perimeter_adjustment;economic_benchmark_due,no,blocked_missing_payroll_and_revenue_data,Legal employer rate is identified but employer-class payroll bases and CGA employer-revenue splits are not extracted; economic benchmark is not a legal debt.
2021,central_state_integrated_services,EUR_million,current_prices,legal_cash_reconciliation,0.2375,,,,,,,,0.2375,,,DR_EA_CONSOLIDATED;DGO_CGE_ARCHIVE;CGA_ANNUAL_REPORTS_ARCHIVE,bounded_legal_registry_employer_total,broad_rgss_employer_rate_counterfactual_not_legal_debt,employer_class_payroll_base;legal_due;recorded_cga_employer_revenue;timing_adjustments;arrears_corrections;base_definition_adjustment;perimeter_adjustment;economic_benchmark_due,no,blocked_missing_payroll_and_revenue_data,Legal employer rate is identified but employer-class payroll bases and CGA employer-revenue splits are not extracted; economic benchmark is not a legal debt.
2021,entities_already_contributing_before_2007,EUR_million,current_prices,legal_cash_reconciliation,0.2375,,,,,,,,0.2375,,,DR_EA_CONSOLIDATED;DGO_CGE_ARCHIVE;CGA_ANNUAL_REPORTS_ARCHIVE,bounded_legal_registry_employer_total,broad_rgss_employer_rate_counterfactual_not_legal_debt,employer_class_payroll_base;legal_due;recorded_cga_employer_revenue;timing_adjustments;arrears_corrections;base_definition_adjustment;perimeter_adjustment;economic_benchmark_due,no,blocked_missing_payroll_and_revenue_data,Legal employer rate is identified but employer-class payroll bases and CGA employer-revenue splits are not extracted; economic benchmark is not a legal debt.
2021,autonomous_entities_first_covered_2007,EUR_million,current_prices,legal_cash_reconciliation,0.2375,,,,,,,,0.2375,,,DR_EA_CONSOLIDATED;DGO_CGE_ARCHIVE;CGA_ANNUAL_REPORTS_ARCHIVE,bounded_legal_registry_employer_total,broad_rgss_employer_rate_counterfactual_not_legal_debt,employer_class_payroll_base;legal_due;recorded_cga_employer_revenue;timing_adjustments;arrears_corrections;base_definition_adjustment;perimeter_adjustment;economic_benchmark_due,no,blocked_missing_payroll_and_revenue_data,Legal employer rate is identified but employer-class payroll bases and CGA employer-revenue splits are not extracted; economic benchmark is not a legal debt.
2021,entities_first_covered_2009,EUR_million,current_prices,legal_cash_reconciliation,0.2375,,,,,,,,0.2375,,,DR_EA_CONSOLIDATED;DGO_CGE_ARCHIVE;CGA_ANNUAL_REPORTS_ARCHIVE,bounded_legal_registry_employer_total,broad_rgss_employer_rate_counterfactual_not_legal_debt,employer_class_payroll_base;legal_due;recorded_cga_employer_revenue;timing_adjustments;arrears_corrections;base_definition_adjustment;perimeter_adjustment;economic_benchmark_due,no,blocked_missing_payroll_and_revenue_data,Legal employer rate is identified but employer-class payroll bases and CGA employer-revenue splits are not extracted; economic benchmark is not a legal debt.
2022,central_state_integrated_services,EUR_million,current_prices,legal_cash_reconciliation,0.2375,,,,,,,,0.2375,,,DR_EA_CONSOLIDATED;DGO_CGE_ARCHIVE;CGA_ANNUAL_REPORTS_ARCHIVE,bounded_legal_registry_employer_total,broad_rgss_employer_rate_counterfactual_not_legal_debt,employer_class_payroll_base;legal_due;recorded_cga_employer_revenue;timing_adjustments;arrears_corrections;base_definition_adjustment;perimeter_adjustment;economic_benchmark_due,no,blocked_missing_payroll_and_revenue_data,Legal employer rate is identified but employer-class payroll bases and CGA employer-revenue splits are not extracted; economic benchmark is not a legal debt.
2022,entities_already_contributing_before_2007,EUR_million,current_prices,legal_cash_reconciliation,0.2375,,,,,,,,0.2375,,,DR_EA_CONSOLIDATED;DGO_CGE_ARCHIVE;CGA_ANNUAL_REPORTS_ARCHIVE,bounded_legal_registry_employer_total,broad_rgss_employer_rate_counterfactual_not_legal_debt,employer_class_payroll_base;legal_due;recorded_cga_employer_revenue;timing_adjustments;arrears_corrections;base_definition_adjustment;perimeter_adjustment;economic_benchmark_due,no,blocked_missing_payroll_and_revenue_data,Legal employer rate is identified but employer-class payroll bases and CGA employer-revenue splits are not extracted; economic benchmark is not a legal debt.
2022,autonomous_entities_first_covered_2007,EUR_million,current_prices,legal_cash_reconciliation,0.2375,,,,,,,,0.2375,,,DR_EA_CONSOLIDATED;DGO_CGE_ARCHIVE;CGA_ANNUAL_REPORTS_ARCHIVE,bounded_legal_registry_employer_total,broad_rgss_employer_rate_counterfactual_not_legal_debt,employer_class_payroll_base;legal_due;recorded_cga_employer_revenue;timing_adjustments;arrears_corrections;base_definition_adjustment;perimeter_adjustment;economic_benchmark_due,no,blocked_missing_payroll_and_revenue_data,Legal employer rate is identified but employer-class payroll bases and CGA employer-revenue splits are not extracted; economic benchmark is not a legal debt.
2022,entities_first_covered_2009,EUR_million,current_prices,legal_cash_reconciliation,0.2375,,,,,,,,0.2375,,,DR_EA_CONSOLIDATED;DGO_CGE_ARCHIVE;CGA_ANNUAL_REPORTS_ARCHIVE,bounded_legal_registry_employer_total,broad_rgss_employer_rate_counterfactual_not_legal_debt,employer_class_payroll_base;legal_due;recorded_cga_employer_revenue;timing_adjustments;arrears_corrections;base_definition_adjustment;perimeter_adjustment;economic_benchmark_due,no,blocked_missing_payroll_and_revenue_data,Legal employer rate is identified but employer-class payroll bases and CGA employer-revenue splits are not extracted; economic benchmark is not a legal debt.
2023,central_state_integrated_services,EUR_million,current_prices,legal_cash_reconciliation,0.2375,,,,,,,,0.2375,,,DR_EA_CONSOLIDATED;DGO_CGE_ARCHIVE;CGA_ANNUAL_REPORTS_ARCHIVE,bounded_legal_registry_employer_total,broad_rgss_employer_rate_counterfactual_not_legal_debt,employer_class_payroll_base;legal_due;recorded_cga_employer_revenue;timing_adjustments;arrears_corrections;base_definition_adjustment;perimeter_adjustment;economic_benchmark_due,no,blocked_missing_payroll_and_revenue_data,Legal employer rate is identified but employer-class payroll bases and CGA employer-revenue splits are not extracted; economic benchmark is not a legal debt.
2023,entities_already_contributing_before_2007,EUR_million,current_prices,legal_cash_reconciliation,0.2375,,,,,,,,0.2375,,,DR_EA_CONSOLIDATED;DGO_CGE_ARCHIVE;CGA_ANNUAL_REPORTS_ARCHIVE,bounded_legal_registry_employer_total,broad_rgss_employer_rate_counterfactual_not_legal_debt,employer_class_payroll_base;legal_due;recorded_cga_employer_revenue;timing_adjustments;arrears_corrections;base_definition_adjustment;perimeter_adjustment;economic_benchmark_due,no,blocked_missing_payroll_and_revenue_data,Legal employer rate is identified but employer-class payroll bases and CGA employer-revenue splits are not extracted; economic benchmark is not a legal debt.
2023,autonomous_entities_first_covered_2007,EUR_million,current_prices,legal_cash_reconciliation,0.2375,,,,,,,,0.2375,,,DR_EA_CONSOLIDATED;DGO_CGE_ARCHIVE;CGA_ANNUAL_REPORTS_ARCHIVE,bounded_legal_registry_employer_total,broad_rgss_employer_rate_counterfactual_not_legal_debt,employer_class_payroll_base;legal_due;recorded_cga_employer_revenue;timing_adjustments;arrears_corrections;base_definition_adjustment;perimeter_adjustment;economic_benchmark_due,no,blocked_missing_payroll_and_revenue_data,Legal employer rate is identified but employer-class payroll bases and CGA employer-revenue splits are not extracted; economic benchmark is not a legal debt.
2023,entities_first_covered_2009,EUR_million,current_prices,legal_cash_reconciliation,0.2375,,,,,,,,0.2375,,,DR_EA_CONSOLIDATED;DGO_CGE_ARCHIVE;CGA_ANNUAL_REPORTS_ARCHIVE,bounded_legal_registry_employer_total,broad_rgss_employer_rate_counterfactual_not_legal_debt,employer_class_payroll_base;legal_due;recorded_cga_employer_revenue;timing_adjustments;arrears_corrections;base_definition_adjustment;perimeter_adjustment;economic_benchmark_due,no,blocked_missing_payroll_and_revenue_data,Legal employer rate is identified but employer-class payroll bases and CGA employer-revenue splits are not extracted; economic benchmark is not a legal debt.
2024,central_state_integrated_services,EUR_million,current_prices,legal_cash_reconciliation,0.2375,,,,,,,,0.2375,,,DR_EA_CONSOLIDATED;DGO_CGE_ARCHIVE;CGA_ANNUAL_REPORTS_ARCHIVE,bounded_legal_registry_employer_total,broad_rgss_employer_rate_counterfactual_not_legal_debt,employer_class_payroll_base;legal_due;recorded_cga_employer_revenue;timing_adjustments;arrears_corrections;base_definition_adjustment;perimeter_adjustment;economic_benchmark_due,no,blocked_missing_payroll_and_revenue_data,Legal employer rate is identified but employer-class payroll bases and CGA employer-revenue splits are not extracted; economic benchmark is not a legal debt.
2024,entities_already_contributing_before_2007,EUR_million,current_prices,legal_cash_reconciliation,0.2375,,,,,,,,0.2375,,,DR_EA_CONSOLIDATED;DGO_CGE_ARCHIVE;CGA_ANNUAL_REPORTS_ARCHIVE,bounded_legal_registry_employer_total,broad_rgss_employer_rate_counterfactual_not_legal_debt,employer_class_payroll_base;legal_due;recorded_cga_employer_revenue;timing_adjustments;arrears_corrections;base_definition_adjustment;perimeter_adjustment;economic_benchmark_due,no,blocked_missing_payroll_and_revenue_data,Legal employer rate is identified but employer-class payroll bases and CGA employer-revenue splits are not extracted; economic benchmark is not a legal debt.
2024,autonomous_entities_first_covered_2007,EUR_million,current_prices,legal_cash_reconciliation,0.2375,,,,,,,,0.2375,,,DR_EA_CONSOLIDATED;DGO_CGE_ARCHIVE;CGA_ANNUAL_REPORTS_ARCHIVE,bounded_legal_registry_employer_total,broad_rgss_employer_rate_counterfactual_not_legal_debt,employer_class_payroll_base;legal_due;recorded_cga_employer_revenue;timing_adjustments;arrears_corrections;base_definition_adjustment;perimeter_adjustment;economic_benchmark_due,no,blocked_missing_payroll_and_revenue_data,Legal employer rate is identified but employer-class payroll bases and CGA employer-revenue splits are not extracted; economic benchmark is not a legal debt.
2024,entities_first_covered_2009,EUR_million,current_prices,legal_cash_reconciliation,0.2375,,,,,,,,0.2375,,,DR_EA_CONSOLIDATED;DGO_CGE_ARCHIVE;CGA_ANNUAL_REPORTS_ARCHIVE,bounded_legal_registry_employer_total,broad_rgss_employer_rate_counterfactual_not_legal_debt,employer_class_payroll_base;legal_due;recorded_cga_employer_revenue;timing_adjustments;arrears_corrections;base_definition_adjustment;perimeter_adjustment;economic_benchmark_due,no,blocked_missing_payroll_and_revenue_data,Legal employer rate is identified but employer-class payroll bases and CGA employer-revenue splits are not extracted; economic benchmark is not a legal debt.
2025,central_state_integrated_services,EUR_million,current_prices,legal_cash_reconciliation,0.2375,,,,,,,,0.2375,,,DR_EA_CONSOLIDATED,bounded_legal_registry_employer_total,broad_rgss_employer_rate_counterfactual_not_legal_debt,employer_class_payroll_base;legal_due;recorded_cga_employer_revenue;timing_adjustments;arrears_corrections;base_definition_adjustment;perimeter_adjustment;economic_benchmark_due,no,blocked_missing_payroll_and_revenue_data,Legal employer rate is identified but employer-class payroll bases and CGA employer-revenue splits are not extracted; economic benchmark is not a legal debt.
2025,entities_already_contributing_before_2007,EUR_million,current_prices,legal_cash_reconciliation,0.2375,,,,,,,,0.2375,,,DR_EA_CONSOLIDATED,bounded_legal_registry_employer_total,broad_rgss_employer_rate_counterfactual_not_legal_debt,employer_class_payroll_base;legal_due;recorded_cga_employer_revenue;timing_adjustments;arrears_corrections;base_definition_adjustment;perimeter_adjustment;economic_benchmark_due,no,blocked_missing_payroll_and_revenue_data,Legal employer rate is identified but employer-class payroll bases and CGA employer-revenue splits are not extracted; economic benchmark is not a legal debt.
2025,autonomous_entities_first_covered_2007,EUR_million,current_prices,legal_cash_reconciliation,0.2375,,,,,,,,0.2375,,,DR_EA_CONSOLIDATED,bounded_legal_registry_employer_total,broad_rgss_employer_rate_counterfactual_not_legal_debt,employer_class_payroll_base;legal_due;recorded_cga_employer_revenue;timing_adjustments;arrears_corrections;base_definition_adjustment;perimeter_adjustment;economic_benchmark_due,no,blocked_missing_payroll_and_revenue_data,Legal employer rate is identified but employer-class payroll bases and CGA employer-revenue splits are not extracted; economic benchmark is not a legal debt.
2025,entities_first_covered_2009,EUR_million,current_prices,legal_cash_reconciliation,0.2375,,,,,,,,0.2375,,,DR_EA_CONSOLIDATED,bounded_legal_registry_employer_total,broad_rgss_employer_rate_counterfactual_not_legal_debt,employer_class_payroll_base;legal_due;recorded_cga_employer_revenue;timing_adjustments;arrears_corrections;base_definition_adjustment;perimeter_adjustment;economic_benchmark_due,no,blocked_missing_payroll_and_revenue_data,Legal employer rate is identified but employer-class payroll bases and CGA employer-revenue splits are not extracted; economic benchmark is not a legal debt.
